"Date","Easting","Northing","Elevation","Longitude","Latitude","VBat"
2018-03-14,2589814.84798899,1169859.47393113,1247.4024,7.30551619,46.67987925,13.2
2018-03-15,2589814.80816674,1169859.47305791,1247.39465,7.30551567,46.67987924,13.2
2018-03-17,2589814.74394015,1169859.47477213,1247.3694,7.30551483,46.67987925,13.1
2018-03-18,2589814.71337215,1169859.47360078,1247.3633,7.30551443,46.67987924,13.1
2018-03-19,2589814.67821143,1169859.4727787,1247.3577,7.30551397,46.67987924,13.1
2018-03-20,2589814.64731111,1169859.47461329,1247.3474,7.30551356,46.67987925,13.1
2018-03-21,2589814.61829893,1169859.47166053,1247.3329,7.30551318,46.67987922,13.1
2018-03-22,2589814.58628047,1169859.47021316,1247.3391,7.30551277,46.67987921,13.2
2018-03-23,2589814.55532678,1169859.46620785,1247.3328,7.30551236,46.67987917,13.2
2018-03-24,2589814.52509585,1169859.46203912,1247.3133,7.30551197,46.67987914,13.2
2018-03-25,2589814.505206,1169859.46373554,1247.3204,7.30551171,46.67987915,13.2
2018-03-26,2589814.47605648,1169859.46423241,1247.3142,7.30551133,46.67987916,13.2
2018-03-27,2589814.45103834,1169859.46504904,1247.3109,7.305511,46.67987916,13.2
2018-03-29,2589814.40505786,1169859.46602721,1247.293,7.3055104,46.67987917,13.1
2018-03-30,2589814.37322287,1169859.463405,1247.28675,7.30550998,46.67987915,13.1
2018-04-04,2589814.2697654,1169859.45568854,1247.2685,7.30550863,46.67987908,13.2
2018-04-05,2589814.2436859,1169859.46085199,1247.2623,7.30550829,46.67987912,13
2018-04-06,2589814.21740543,1169859.45633609,1247.2405,7.30550794,46.67987908,13.1
2018-04-07,2589814.18675702,1169859.45783437,1247.2482,7.30550754,46.67987909,13.2
2018-04-08,2589814.16655799,1169859.45631102,1247.2413,7.30550728,46.67987908,13.1
2018-04-09,2589814.13728762,1169859.45436052,1247.2345,7.3055069,46.67987906,13.1
2018-04-11,2589814.08923737,1169859.45277538,1247.2229,7.30550627,46.67987905,13.1
2018-04-12,2589814.06953328,1169859.45170199,1247.2214,7.30550601,46.67987904,13.1
2018-04-13,2589814.0439808,1169859.45239914,1247.2114,7.30550568,46.67987904,13.2
2018-04-14,2589814.01800067,1169859.44989092,1247.2108,7.30550534,46.67987902,13.1
2018-04-15,2589814.00205243,1169859.45236877,1247.2095,7.30550513,46.67987904,13.2
2018-04-17,2589813.96234676,1169859.45243537,1247.1854,7.30550461,46.67987904,13.1
2018-04-18,2589813.94221482,1169859.45080438,1247.1956,7.30550435,46.67987903,13.1
2018-04-19,2589813.92377505,1169859.44683744,1247.1824,7.30550411,46.67987899,13.1
2018-04-20,2589813.90549135,1169859.44942188,1247.1803,7.30550387,46.67987901,13.1
2018-04-21,2589813.89141248,1169859.44833495,1247.1768,7.30550368,46.679879,13.1
2018-04-22,2589813.87633717,1169859.44836,1247.1763,7.30550349,46.679879,13.1
2018-04-23,2589813.86191905,1169859.44815972,1247.1698,7.3055033,46.679879,13.1
2018-04-24,2589813.84875774,1169859.44846262,1247.17375,7.30550313,46.679879,13.4
2018-04-25,2589813.83739271,1169859.44831472,1247.1678,7.30550298,46.679879,13.8
2018-04-26,2589813.82790675,1169859.44732913,1247.1638,7.30550285,46.67987899,13.55
2018-04-27,2589813.81473764,1169859.44434955,1247.1612,7.30550268,46.67987897,13.4
2018-04-28,2589813.80471316,1169859.44186871,1247.16355,7.30550255,46.67987894,13.4
2018-04-29,2589813.79262917,1169859.44594559,1247.1555,7.30550239,46.67987898,13.7
2018-04-30,2589813.7858283,1169859.44873719,1247.1543,7.3055023,46.679879,13.6
2018-05-01,2589813.77902154,1169859.45086198,1247.14525,7.30550221,46.67987902,13.5
2018-05-02,2589813.77106046,1169859.45009277,1247.1415,7.30550211,46.67987902,13.5
2018-05-03,2589813.76165729,1169859.4525578,1247.1409,7.30550199,46.67987904,13.25
2018-05-04,2589813.75186433,1169859.4502938,1247.1415,7.30550186,46.67987902,13.45
2018-05-05,2589813.74210945,1169859.4466361,1247.15515,7.30550173,46.67987899,13.5
2018-05-06,2589813.74015349,1169859.44648499,1247.1436,7.30550171,46.67987898,13.4
2018-05-08,2589813.72338611,1169859.44195359,1247.1365,7.30550149,46.67987894,13.45
2018-05-09,2589813.7166511,1169859.44240624,1247.1385,7.3055014,46.67987895,13.45
2018-05-10,2589813.70950831,1169859.44375417,1247.13445,7.30550131,46.67987896,13.15
2018-05-11,2589813.70411053,1169859.44754437,1247.12905,7.30550124,46.67987899,13.45
