"Date","Easting","Northing","Elevation","Longitude","Latitude","VBat"
2018-08-31,2791179.04162227,1152067.81439188,2877.2418,9.92914949,46.492617,12.9
2018-09-01,2791179.04068026,1152067.81476808,2877.2373,9.92914947,46.492617,13.1
2018-09-02,2791179.0444686,1152067.81419891,2877.2305,9.92914952,46.492617,13.2
2018-09-03,2791179.04329547,1152067.8166813,2877.2365,9.92914951,46.49261702,13.2
2018-09-04,2791179.04518304,1152067.81596059,2877.2326,9.92914953,46.49261701,13.1
2018-09-05,2791179.04261896,1152067.8171881,2877.2267,9.9291495,46.49261703,13.1
2018-09-06,2791179.04356627,1152067.8183794,2877.2182,9.92914951,46.49261703,13
2018-09-07,2791179.04887829,1152067.82058652,2877.21375,9.92914958,46.49261705,12.9
2018-09-08,2791179.04709261,1152067.81986159,2877.2131,9.92914956,46.49261705,13.1
2018-09-09,2791179.04857006,1152067.81993958,2877.2091,9.92914958,46.49261705,13.1
2018-09-10,2791179.03508461,1152067.81786006,2877.238,9.9291494,46.49261703,13.1
2018-09-11,2791179.03753712,1152067.81669979,2877.2366,9.92914943,46.49261702,13
2018-09-12,2791179.03713534,1152067.8179488,2877.2341,9.92914943,46.49261703,13
2018-09-13,2791179.04093427,1152067.81732358,2877.2321,9.92914948,46.49261703,13
2018-09-15,2791179.03925138,1152067.81199888,2877.22515,9.92914945,46.49261698,13.1
2018-09-16,2791179.03625289,1152067.81111754,2877.22505,9.92914942,46.49261697,13
2018-09-17,2791179.0368187,1152067.81242404,2877.2283,9.92914942,46.49261698,13.1
2018-09-19,2791179.04142379,1152067.8183399,2877.23865,9.92914948,46.49261703,13.1
2018-09-20,2791179.04302555,1152067.82078845,2877.2361,9.92914951,46.49261706,13
2018-09-21,2791179.03596138,1152067.81344595,2877.23315,9.92914941,46.49261699,13
2018-09-22,2791179.04241518,1152067.8208825,2877.2341,9.9291495,46.49261706,13.1
2018-09-23,2791179.04660219,1152067.82201653,2877.23505,9.92914955,46.49261707,13.1
2018-09-24,2791179.04487516,1152067.82329378,2877.23715,9.92914953,46.49261708,13.3
2018-09-25,2791179.04308464,1152067.82157109,2877.2385,9.92914951,46.49261706,13.3
2018-09-26,2791179.04590004,1152067.83023371,2877.2217,9.92914955,46.49261714,13.3
2018-09-27,2791179.04343743,1152067.82498916,2877.23465,9.92914951,46.49261709,13.2
2018-09-28,2791179.04438564,1152067.82306569,2877.2377,9.92914952,46.49261708,13.2
2018-09-29,2791179.04435561,1152067.82762459,2877.23025,9.92914953,46.49261712,13.2
2018-09-30,2791179.04314636,1152067.82389463,2877.2322,9.92914951,46.49261708,13.2
2018-10-01,2791179.04534174,1152067.82232742,2877.2445,9.92914954,46.49261707,13.2
2018-10-02,2791179.04166898,1152067.81936547,2877.2424,9.92914949,46.49261704,13.2
2018-10-03,2791179.04233049,1152067.82388366,2877.2414,9.9291495,46.49261708,13.3
2018-10-04,2791179.04750356,1152067.82942771,2877.2218,9.92914957,46.49261713,13.2
2018-10-05,2791179.04127471,1152067.82051384,2877.2376,9.92914948,46.49261705,13.2
2018-10-06,2791179.04278475,1152067.82155281,2877.23755,9.9291495,46.49261706,13.2
2018-10-07,2791179.04435298,1152067.82314855,2877.2385,9.92914952,46.49261708,13.1
2018-10-08,2791179.04323988,1152067.82201065,2877.2369,9.92914951,46.49261707,13.2
2018-10-09,2791179.04285972,1152067.82139712,2877.23455,9.9291495,46.49261706,13.2
2018-10-10,2791179.0461999,1152067.8347385,2877.24055,9.92914955,46.49261718,13.2
2018-10-12,2791179.05509873,1152067.83530142,2877.2096,9.92914967,46.49261718,13.2
2018-10-13,2791179.05064587,1152067.82425799,2877.2175,9.92914961,46.49261709,13.2
2018-10-16,2791179.04699422,1152067.82814946,2877.19635,9.92914956,46.49261712,13.2
2018-10-17,2791179.05382693,1152067.82435914,2877.2129,9.92914965,46.49261708,13.2
2018-10-18,2791179.05526722,1152067.83452366,2877.2181,9.92914967,46.49261718,13.2
2018-10-19,2791179.03892589,1152067.81465453,2877.2473,9.92914945,46.492617,13.2
2018-10-20,2791179.04964431,1152067.82450601,2877.2284,9.9291496,46.49261709,13.2
2018-10-21,2791179.05357907,1152067.82464716,2877.2178,9.92914965,46.49261709,13.2
2018-10-22,2791179.04027671,1152067.81647858,2877.2543,9.92914947,46.49261702,13.2
2018-10-23,2791179.04511201,1152067.81858628,2877.2319,9.92914953,46.49261704,13.2
2018-10-24,2791179.04281478,1152067.8109455,2877.2544,9.9291495,46.49261697,13.1
2018-10-25,2791179.04293739,1152067.81366774,2877.23805,9.9291495,46.49261699,13.2
2018-10-26,2791179.0450023,1152067.81257371,2877.2334,9.92914953,46.49261698,13.2
2018-10-27,2791179.05322846,1152067.82506306,2877.20515,9.92914964,46.49261709,13
2018-10-29,2791178.92836531,1152068.03453748,2877.2437,9.9291481,46.49261901,13
2018-10-30,2791178.92649584,1152068.03531617,2877.2346,9.92914808,46.49261902,13.2
2018-10-31,2791178.94616477,1152068.03429153,2877.1833,9.92914833,46.492619,13.2
2018-11-01,2791178.93550407,1152068.03343255,2877.2186,9.92914819,46.492619,13.2
2018-11-02,2791178.93909438,1152068.03247888,2877.21585,9.92914824,46.49261899,13.2
2018-11-03,2791178.94170831,1152068.03889961,2877.2143,9.92914827,46.49261904,13.2
2018-11-04,2791178.94524072,1152068.05136087,2877.20075,9.92914833,46.49261916,13.2
2018-11-05,2791178.94680462,1152068.0449653,2877.19635,9.92914835,46.4926191,13.2
2018-11-06,2791178.95029253,1152068.05801844,2877.2079,9.9291484,46.49261922,13.1
2018-11-08,2791178.94336114,1152068.04528909,2877.2137,9.9291483,46.4926191,13.2
