"Date","Easting","Northing","Elevation","Longitude","Latitude","VBat"
2019-07-12,2640635.79423852,1113692.44429449,2857.7193,7.96482559,46.17347997,13.7
2019-07-13,2640635.79275073,1113692.44608035,2857.71875,7.96482557,46.17347998,14.1
2019-07-14,2640635.78945084,1113692.44137527,2857.7143,7.96482553,46.17347994,14.4
2019-07-15,2640635.78919593,1113692.43460052,2857.7134,7.96482552,46.17347988,14.1
2019-07-16,2640635.79232275,1113692.43938675,2857.7153,7.96482556,46.17347992,14
2019-07-17,2640635.78868092,1113692.4379098,2857.7175,7.96482552,46.17347991,14.1
2019-07-18,2640635.78895605,1113692.43681292,2857.71725,7.96482552,46.1734799,14
2019-07-19,2640635.78963173,1113692.43669606,2857.7158,7.96482553,46.1734799,14.1
2019-07-20,2640635.7869489,1113692.43546887,2857.71455,7.96482549,46.17347989,14
2019-07-21,2640635.78818379,1113692.43503146,2857.7178,7.96482551,46.17347988,13.9
2019-07-22,2640635.78617812,1113692.43402245,2857.718,7.96482548,46.17347987,14
2019-07-23,2640635.78588039,1113692.43223298,2857.7161,7.96482548,46.17347986,13.9
2019-07-24,2640635.78518162,1113692.43267504,2857.7153,7.96482547,46.17347986,13.8
2019-07-27,2640635.78041442,1113692.42952935,2857.71065,7.96482541,46.17347983,13.1
2019-07-28,2640635.77894636,1113692.42940629,2857.7106,7.96482539,46.17347983,13.1
2019-07-29,2640635.7785046,1113692.42685057,2857.7149,7.96482538,46.17347981,13.1
2019-07-30,2640635.77928357,1113692.42541372,2857.713,7.96482539,46.1734798,13.1
2019-07-31,2640635.77510439,1113692.4272797,2857.7071,7.96482534,46.17347981,13.1
2019-08-07,2640635.76744972,1113692.40688352,2857.6829,7.96482524,46.17347963,13
2019-08-08,2640635.76951026,1113692.4077837,2857.6861,7.96482527,46.17347964,13
2019-08-09,2640635.76905286,1113692.40721598,2857.6823,7.96482526,46.17347963,13
2019-08-10,2640635.76891926,1113692.40664826,2857.6776,7.96482526,46.17347963,13
2019-08-11,2640635.76659054,1113692.40587063,2857.6733,7.96482523,46.17347962,13
2019-08-13,2640635.7700167,1113692.40823378,2857.6758,7.96482527,46.17347964,13
2019-08-14,2640635.77007468,1113692.40516644,2857.674,7.96482527,46.17347962,13
2019-08-15,2640635.76755848,1113692.40572459,2857.67025,7.96482524,46.17347962,13
2019-08-16,2640635.76656645,1113692.40254919,2857.668,7.96482523,46.17347959,13
2019-08-17,2640635.75859382,1113692.38964205,2857.6686,7.96482512,46.17347948,13
2019-08-18,2640635.76519897,1113692.40087812,2857.659,7.96482521,46.17347958,13
2019-08-19,2640635.76340436,1113692.39795838,2857.6515,7.96482519,46.17347955,13
2019-08-20,2640635.76043162,1113692.3901945,2857.64845,7.96482515,46.17347948,13
2019-08-21,2640635.76036608,1113692.39226034,2857.6393,7.96482515,46.1734795,13
2019-08-24,2640635.76650647,1113692.3935297,2857.6419,7.96482523,46.17347951,12.9
2019-08-25,2640635.7657234,1113692.3919716,2857.638,7.96482522,46.1734795,13
2019-08-26,2640635.76508348,1113692.39574443,2857.6298,7.96482521,46.17347953,12.9
2019-08-27,2640635.76492902,1113692.39561775,2857.6245,7.96482521,46.17347953,12.9
2019-08-28,2640635.76580547,1113692.39641477,2857.6237,7.96482522,46.17347954,12.9
2019-08-29,2640635.76335283,1113692.39305167,2857.61985,7.96482518,46.17347951,13
2019-08-30,2640635.7627488,1113692.39194936,2857.6169,7.96482518,46.1734795,12.9
2019-08-31,2640635.7611372,1113692.3869364,2857.6218,7.96482516,46.17347945,12.9
2019-09-01,2640635.76078075,1113692.38731176,2857.6111,7.96482515,46.17347946,12.9
2019-09-02,2640635.75700743,1113692.38403037,2857.6058,7.9648251,46.17347943,12.9
2019-09-03,2640635.75803808,1113692.38624174,2857.60015,7.96482512,46.17347945,13
2019-09-04,2640635.75598114,1113692.38543669,2857.5919,7.96482509,46.17347944,13
2019-09-05,2640635.75547034,1113692.38346576,2857.5922,7.96482508,46.17347942,12.9
2019-09-06,2640635.75785455,1113692.37368365,2857.59,7.96482511,46.17347933,12.9
2019-09-07,2640635.7537963,1113692.37921775,2857.5964,7.96482506,46.17347938,13
2019-09-08,2640635.75471595,1113692.38034232,2857.5942,7.96482507,46.17347939,12.9
2019-09-09,2640635.7536385,1113692.38022133,2857.5946,7.96482506,46.17347939,12.9
2019-09-10,2640635.75185968,1113692.37922603,2857.5945,7.96482503,46.17347938,12.9
2019-09-11,2640635.75076472,1113692.38041726,2857.5905,7.96482502,46.17347939,12.9
2019-09-12,2640635.75139594,1113692.37829585,2857.5897,7.96482503,46.17347937,12.9
2019-09-13,2640635.75374924,1113692.37566777,2857.5935,7.96482506,46.17347935,12.9
2019-09-14,2640635.75405689,1113692.37266792,2857.5891,7.96482506,46.17347932,12.9
2019-09-15,2640635.75055066,1113692.37395609,2857.5876,7.96482502,46.17347934,12.9
2019-09-17,2640635.75489647,1113692.37666617,2857.5777,7.96482507,46.17347936,12.9
2019-09-18,2640635.75689618,1113692.3811184,2857.5691,7.9648251,46.1734794,12.9
2019-09-19,2640635.75218758,1113692.3757572,2857.5636,7.96482504,46.17347935,12.9
2019-09-20,2640635.74907267,1113692.36862309,2857.5745,7.964825,46.17347929,12.9
2019-09-21,2640635.75083064,1113692.37074942,2857.56405,7.96482502,46.17347931,12.9
2019-09-22,2640635.75028148,1113692.37140942,2857.5508,7.96482501,46.17347931,12.9
2019-09-23,2640635.7473491,1113692.37206036,2857.5476,7.96482498,46.17347932,12.9
2019-09-24,2640635.74761839,1113692.36817068,2857.55,7.96482498,46.17347928,12.9
2019-09-25,2640635.74703223,1113692.36471737,2857.5491,7.96482497,46.17347925,12.9
2019-09-26,2640635.74687643,1113692.36699286,2857.5439,7.96482497,46.17347927,12.9
2019-09-27,2640635.7464241,1113692.36249307,2857.5473,7.96482496,46.17347923,12.9
2019-09-28,2640635.74649314,1113692.36015606,2857.5437,7.96482496,46.17347921,12.9
2019-10-11,2640635.74132387,1113692.33988657,2857.5338,7.96482489,46.17347903,12.9
2019-10-12,2640635.73971999,1113692.33744434,2857.5328,7.96482487,46.17347901,12.9
2019-10-13,2640635.73877029,1113692.33702914,2857.5295,7.96482486,46.173479,12.9
2019-10-14,2640635.73735202,1113692.33763691,2857.5312,7.96482484,46.17347901,12.9
2019-10-15,2640635.73512585,1113692.33295357,2857.5266,7.96482481,46.17347897,12.9
2019-10-16,2640635.73766368,1113692.3405432,2857.5276,7.96482485,46.17347904,12.8
2019-10-17,2640635.7353958,1113692.33992995,2857.5359,7.96482482,46.17347903,12.9
2019-10-18,2640635.73570717,1113692.34120056,2857.5328,7.96482482,46.17347904,12.9
2019-10-20,2640635.73678239,1113692.33696683,2857.5263,7.96482484,46.173479,12.9
2019-10-23,2640635.73176711,1113692.33560389,2857.5327,7.96482477,46.17347899,12.9
2019-10-24,2640635.73353737,1113692.33728997,2857.5249,7.96482479,46.17347901,12.9
2019-10-25,2640635.73215399,1113692.33505946,2857.5295,7.96482478,46.17347899,12.9
2019-10-26,2640635.73080934,1113692.33125714,2857.5323,7.96482476,46.17347895,12.9
2019-10-27,2640635.72964126,1113692.33247425,2857.5273,7.96482474,46.17347896,12.9
2019-10-29,2640635.73070195,1113692.33409077,2857.5313,7.96482476,46.17347898,12.9
2019-10-30,2640635.7315697,1113692.33237084,2857.5268,7.96482477,46.17347896,12.9
2019-10-31,2640635.73131195,1113692.33370429,2857.5254,7.96482477,46.17347898,12.9
2019-11-01,2640635.73186706,1113692.33214024,2857.52425,7.96482477,46.17347896,12.8
2019-11-02,2640635.72993737,1113692.3319324,2857.52345,7.96482475,46.17347896,12.9
2019-11-03,2640635.7317167,1113692.33083112,2857.5244,7.96482477,46.17347895,12.9
2019-11-04,2640635.72940511,1113692.3289801,2857.51975,7.96482474,46.17347893,12.8
2019-11-06,2640635.72883347,1113692.32458062,2857.5154,7.96482473,46.17347889,12.8
2019-11-08,2640635.72652859,1113692.32345295,2857.5114,7.9648247,46.17347888,13.2
2019-11-09,2640635.72537018,1113692.32233122,2857.513,7.96482469,46.17347887,12.7
2019-11-10,2640635.7248404,1113692.32165984,2857.51505,7.96482468,46.17347887,13.9
2019-11-11,2640635.72516383,1113692.31877063,2857.5183,7.96482468,46.17347884,13.7
2019-11-12,2640635.72494108,1113692.31754448,2857.5195,7.96482468,46.17347883,13
2019-11-13,2640635.72503135,1113692.31787796,2857.5227,7.96482468,46.17347883,13.9
2019-11-14,2640635.72392596,1113692.31777482,2857.5224,7.96482467,46.17347883,14.8
2019-11-15,2640635.72355882,1113692.31675754,2857.52235,7.96482466,46.17347882,13.5
2019-11-16,2640635.72357223,1113692.31597551,2857.5189,7.96482466,46.17347882,13.9
2019-11-17,2640635.72118453,1113692.31441353,2857.5215,7.96482463,46.1734788,12.8
2019-11-18,2640635.72273651,1113692.31108847,2857.5134,7.96482465,46.17347877,12.7
2019-11-19,2640635.72087115,1113692.31140385,2857.5111,7.96482463,46.17347877,12.8
2019-11-20,2640635.72152174,1113692.31052567,2857.5124,7.96482464,46.17347877,12.7
2019-11-22,2640635.71937726,1113692.30850713,2857.5137,7.96482461,46.17347875,13.2
2019-11-23,2640635.7191292,1113692.30894635,2857.5162,7.9648246,46.17347875,13.8
2019-11-24,2640635.71741196,1113692.31160599,2857.51295,7.96482458,46.17347878,13
2019-11-25,2640635.71992679,1113692.3088207,2857.5141,7.96482462,46.17347875,12.9
2019-11-26,2640635.71921164,1113692.30745729,2857.5136,7.96482461,46.17347874,12.7
2019-11-27,2640635.71834997,1113692.30449465,2857.5166,7.96482459,46.17347871,12.8
2019-11-28,2640635.71731076,1113692.30238048,2857.5183,7.96482458,46.17347869,12.7
2019-11-29,2640635.71801846,1113692.30139036,2857.5159,7.96482459,46.17347868,12.7
2019-11-30,2640635.71632245,1113692.30147979,2857.51515,7.96482457,46.17347869,12.6
2019-12-01,2640635.71656456,1113692.29959415,2857.5117,7.96482457,46.17347867,12.7
2019-12-02,2640635.71577963,1113692.29957604,2857.5055,7.96482456,46.17347867,12.6
2019-12-03,2640635.71504386,1113692.29767385,2857.5074,7.96482455,46.17347865,12.6
