"Date","Easting","Northing","Elevation","Longitude","Latitude"
2019-08-19,2640816.27947043,1111975.09405604,2849.7127,7.96701296,46.15802087
2019-08-20,2640816.27760241,1111975.0924826,2849.6992,7.96701293,46.15802085
2019-08-21,2640816.27541663,1111975.09236182,2849.7092,7.9670129,46.15802085
2019-08-22,2640816.27627198,1111975.09180003,2849.707,7.96701291,46.15802085
2019-08-23,2640816.27296674,1111975.09010893,2849.7131,7.96701287,46.15802083
2019-08-24,2640816.27148966,1111975.08999803,2849.7083,7.96701285,46.15802083
2019-08-25,2640816.2687897,1111975.08975205,2849.7104,7.96701282,46.15802083
2019-08-26,2640816.26814692,1111975.08774566,2849.70775,7.96701281,46.15802081
2019-08-27,2640816.26733431,1111975.08784668,2849.7,7.9670128,46.15802081
2019-08-28,2640816.26392602,1111975.08838353,2849.6941,7.96701275,46.15802082
2019-08-29,2640816.26215902,1111975.08743423,2849.69495,7.96701273,46.15802081
2019-08-30,2640816.26149295,1111975.08347831,2849.6844,7.96701272,46.15802077
2019-09-01,2640816.25620291,1111975.0842367,2849.69025,7.96701265,46.15802078
2019-09-02,2640816.25510562,1111975.08181138,2849.6936,7.96701264,46.15802076
2019-09-03,2640816.25339493,1111975.08232822,2849.6924,7.96701262,46.15802077
2019-09-04,2640816.25171303,1111975.08174069,2849.6854,7.96701259,46.15802076
2019-09-05,2640816.2498643,1111975.07984624,2849.686,7.96701257,46.15802074
2019-09-06,2640816.24706689,1111975.08165604,2849.6872,7.96701253,46.15802076
2019-09-07,2640816.24631834,1111975.07880055,2849.6707,7.96701252,46.15802073
2019-09-08,2640816.24569885,1111975.07804008,2849.6677,7.96701252,46.15802073
2019-09-09,2640816.24360341,1111975.07891146,2849.66715,7.96701249,46.15802074
2019-09-10,2640816.24311027,1111975.07723699,2849.66195,7.96701248,46.15802072
2019-09-11,2640816.24123638,1111975.07456023,2849.666,7.96701246,46.1580207
2019-09-12,2640816.24660671,1111975.06952312,2849.6487,7.96701253,46.15802065
2019-09-13,2640816.243202,1111975.07403976,2849.6557,7.96701248,46.15802069
2019-09-14,2640816.24137666,1111975.07603966,2849.6572,7.96701246,46.15802071
2019-09-15,2640816.23863909,1111975.07299043,2849.6529,7.96701242,46.15802068
2019-09-16,2640816.23762476,1111975.07186659,2849.6557,7.96701241,46.15802067
2019-09-17,2640816.23732586,1111975.07142115,2849.6586,7.96701241,46.15802067
2019-09-18,2640816.23609661,1111975.06873998,2849.661,7.96701239,46.15802064
2019-09-19,2640816.23291483,1111975.06878049,2849.65895,7.96701235,46.15802064
2019-09-21,2640816.22858554,1111975.0718598,2849.67165,7.96701229,46.15802067
2019-09-22,2640816.22735367,1111975.07135359,2849.6676,7.96701228,46.15802067
2019-09-23,2640816.22511832,1111975.07099801,2849.6708,7.96701225,46.15802067
2019-09-24,2640816.22255453,1111975.07087047,2849.6658,7.96701222,46.15802066
2019-09-25,2640816.22250233,1111975.06887421,2849.6681,7.96701221,46.15802065
2019-09-26,2640816.2203461,1111975.06840461,2849.6659,7.96701219,46.15802064
2019-09-29,2640816.20588579,1111975.05842531,2849.647,7.967012,46.15802055
2019-09-30,2640816.20574439,1111975.05664514,2849.6492,7.967012,46.15802054
2019-10-01,2640816.20713711,1111975.05631893,2849.65675,7.96701201,46.15802053
2019-10-02,2640816.2054309,1111975.05886217,2849.6519,7.96701199,46.15802056
2019-10-04,2640816.20162232,1111975.05203339,2849.64985,7.96701194,46.1580205
2019-10-05,2640816.20347629,1111975.05729601,2849.653,7.96701197,46.15802054
2019-10-06,2640816.19971503,1111975.04815255,2849.642,7.96701192,46.15802046
2019-10-07,2640816.19731359,1111975.04724089,2849.6511,7.96701189,46.15802045
2019-10-08,2640816.19492412,1111975.04691052,2849.6439,7.96701186,46.15802045
2019-10-12,2640816.19262183,1111975.05171445,2849.6359,7.96701183,46.15802049
2019-10-13,2640816.19087054,1111975.04808914,2849.6406,7.9670118,46.15802046
2019-10-14,2640816.18782968,1111975.0478611,2849.6428,7.96701176,46.15802046
2019-10-15,2640816.18795378,1111975.04874417,2849.6354,7.96701177,46.15802047
2019-10-16,2640816.18380928,1111975.04727721,2849.6408,7.96701171,46.15802045
2019-10-17,2640816.18157953,1111975.04575468,2849.63805,7.96701168,46.15802044
2019-10-18,2640816.18140746,1111975.04402281,2849.6326,7.96701168,46.15802042
2019-10-19,2640816.1802186,1111975.0435753,2849.6335,7.96701167,46.15802042
2019-10-20,2640816.1777936,1111975.0423512,2849.6336,7.96701163,46.15802041
2019-10-21,2640816.17636252,1111975.04310674,2849.63465,7.96701161,46.15802042
2019-10-22,2640816.17620316,1111975.04226002,2849.6313,7.96701161,46.15802041
2019-10-23,2640816.17510037,1111975.03912747,2849.634,7.9670116,46.15802038
2019-10-24,2640816.1735898,1111975.03864176,2849.6308,7.96701158,46.15802038
2019-10-25,2640816.17129974,1111975.03816982,2849.62785,7.96701155,46.15802037
2019-10-26,2640816.16995761,1111975.03638158,2849.6289,7.96701153,46.15802036
2019-10-27,2640816.16718339,1111975.03669767,2849.62845,7.9670115,46.15802036
2019-10-28,2640816.16735883,1111975.03375678,2849.624,7.9670115,46.15802033
2019-10-29,2640816.16569499,1111975.03290668,2849.6195,7.96701148,46.15802033
2019-10-30,2640816.16472863,1111975.03485025,2849.6129,7.96701146,46.15802034
2019-10-31,2640816.16322912,1111975.0352172,2849.6168,7.96701144,46.15802035
2019-11-01,2640816.16403291,1111975.03127636,2849.60475,7.96701145,46.15802031
2019-11-02,2640816.16527162,1111975.03112053,2849.6105,7.96701147,46.15802031
2019-11-03,2640816.16305758,1111975.029972,2849.6093,7.96701144,46.1580203
2019-11-04,2640816.16212386,1111975.02923101,2849.60465,7.96701143,46.15802029
2019-11-05,2640816.16393697,1111975.02770562,2849.598,7.96701145,46.15802028
2019-11-06,2640816.1606595,1111975.02756018,2849.6057,7.96701141,46.15802028
2019-11-07,2640816.15820736,1111975.02674618,2849.6039,7.96701138,46.15802027
2019-11-08,2640816.15453704,1111975.02816324,2849.6141,7.96701133,46.15802028
2019-11-10,2640816.15464719,1111975.02705836,2849.6178,7.96701133,46.15802027
2019-11-11,2640816.15240773,1111975.02704848,2849.6161,7.9670113,46.15802027
2019-11-12,2640816.15083946,1111975.0247595,2849.6244,7.96701128,46.15802025
2019-11-14,2640816.14506963,1111975.01811331,2849.6063,7.96701121,46.15802019
2019-11-15,2640816.14522151,1111975.01866237,2849.6102,7.96701121,46.1580202
2019-11-16,2640816.1426886,1111975.01685466,2849.6064,7.96701118,46.15802018
2019-11-19,2640816.14003052,1111975.01595651,2849.6107,7.96701114,46.15802017
2019-11-20,2640816.14096648,1111975.01540407,2849.613,7.96701115,46.15802017
2019-11-22,2640816.13726078,1111975.01572483,2849.6108,7.96701111,46.15802017
2019-11-23,2640816.13617631,1111975.01682451,2849.6133,7.96701109,46.15802018
2019-11-25,2640816.13132983,1111975.01434696,2849.6063,7.96701103,46.15802016
2019-11-27,2640816.13682571,1111975.01171879,2849.5995,7.9670111,46.15802014
2019-11-28,2640816.13635324,1111975.01294003,2849.5994,7.9670111,46.15802015
2019-11-29,2640816.13437544,1111975.01037236,2849.5993,7.96701107,46.15802013
2019-12-01,2640816.13030867,1111975.01133853,2849.59975,7.96701102,46.15802013
2019-12-02,2640816.12934306,1111975.01066297,2849.5974,7.967011,46.15802013
2019-12-03,2640816.12892043,1111975.00954146,2849.6029,7.967011,46.15802012
2019-12-04,2640816.12779733,1111975.00932719,2849.6029,7.96701098,46.15802012
2019-12-05,2640816.12642481,1111975.00920616,2849.6024,7.96701097,46.15802011
2019-12-06,2640816.12557395,1111975.00874019,2849.5981,7.96701096,46.15802011
2019-12-07,2640816.11108624,1111974.99708747,2849.61315,7.96701077,46.15802001
2019-12-08,2640816.12177642,1111975.00850072,2849.5988,7.96701091,46.15802011
2019-12-09,2640816.12134733,1111975.0044017,2849.6015,7.9670109,46.15802007
2019-12-10,2640816.12043606,1111975.00339344,2849.6062,7.96701089,46.15802006
2019-12-11,2640816.11748826,1111975.00474842,2849.60585,7.96701085,46.15802008
2019-12-12,2640816.11783813,1111975.00347471,2849.6053,7.96701085,46.15802006
2019-12-13,2640816.11814103,1111974.99913752,2849.6104,7.96701086,46.15802002
2019-12-15,2640816.11257613,1111974.99976708,2849.6012,7.96701079,46.15802003
2019-12-16,2640816.1122791,1111974.99831988,2849.5935,7.96701078,46.15802002
2019-12-17,2640816.10803043,1111974.99795443,2849.6008,7.96701073,46.15802001
2019-12-18,2640816.1071964,1111974.99596518,2849.5988,7.96701072,46.15802
2019-12-19,2640816.10510918,1111974.99548727,2849.6002,7.96701069,46.15801999
2019-12-20,2640816.10373815,1111974.99304219,2849.5984,7.96701067,46.15801997
2019-12-23,2640816.10690572,1111974.99250014,2849.5968,7.96701071,46.15801997
2019-12-24,2640816.10591533,1111974.99193783,2849.5995,7.9670107,46.15801996
2019-12-25,2640816.10542267,1111974.9939419,2849.5931,7.96701069,46.15801998
2019-12-26,2640816.1043929,1111974.99359437,2849.5934,7.96701068,46.15801998
2019-12-27,2640816.10273093,1111974.99236118,2849.5945,7.96701066,46.15801997
