"Date","Easting","Northing","Elevation","Longitude","Latitude","VBat"
2018-12-09,2640927.69734123,1112132.66774598,2900.8074,7.96846898,46.15943155,13.2
2018-12-11,2640927.69137598,1112132.66458703,2900.8082,7.9684689,46.15943152,13.1
2018-12-13,2640927.68601896,1112132.6631148,2900.8017,7.96846883,46.15943151,13.1
2018-12-15,2640927.68295534,1112132.6636503,2900.7988,7.96846879,46.15943151,13.2
2018-12-17,2640927.67959474,1112132.66417901,2900.7866,7.96846875,46.15943152,13.2
2018-12-19,2640927.67570165,1112132.66225458,2900.7878,7.9684687,46.1594315,13.2
2018-12-21,2640927.67204556,1112132.66257426,2900.7849,7.96846865,46.1594315,13.2
2019-07-12,2640927.34177729,1112132.60876134,2900.6512,7.96846437,46.15943104,13.9
2019-07-13,2640927.3379892,1112132.60740653,2900.6607,7.96846432,46.15943103,13.9
2019-07-15,2640927.33465222,1112132.60993905,2900.6626,7.96846428,46.15943105,14.1
2019-07-16,2640927.33279455,1112132.61246949,2900.6666,7.96846425,46.15943107,13.9
2019-07-17,2640927.33063089,1112132.61068801,2900.6653,7.96846422,46.15943106,13.9
2019-07-18,2640927.32783876,1112132.61088298,2900.6634,7.96846419,46.15943106,13.9
2019-07-19,2640927.32529637,1112132.61098945,2900.6566,7.96846416,46.15943106,13.8
2019-07-20,2640927.32655406,1112132.60765924,2900.6553,7.96846417,46.15943103,14.1
2019-07-21,2640927.32521537,1112132.61120813,2900.6592,7.96846416,46.15943106,13.8
2019-07-22,2640927.32093755,1112132.60796303,2900.6538,7.9684641,46.15943103,13.7
2019-07-23,2640927.31976985,1112132.60816086,2900.6595,7.96846408,46.15943104,13.8
2019-07-24,2640927.31858453,1112132.60859457,2900.6614,7.96846407,46.15943104,13.8
2019-07-25,2640927.31567128,1112132.6087,2900.6547,7.96846403,46.15943104,14.1
2019-07-26,2640927.31550703,1112132.60850373,2900.65835,7.96846403,46.15943104,13.9
2019-07-27,2640927.31361487,1112132.60423835,2900.6537,7.968464,46.159431,14.2
2019-07-28,2640927.31321138,1112132.60557752,2900.655,7.968464,46.15943101,14.4
2019-07-29,2640927.30847158,1112132.60898033,2900.6467,7.96846394,46.15943104,13.8
2019-07-30,2640927.30630568,1112132.60718556,2900.6572,7.96846391,46.15943103,14
2019-07-31,2640927.30384691,1112132.60578143,2900.6498,7.96846388,46.15943102,13.9
2019-08-01,2640927.30198886,1112132.60606455,2900.6498,7.96846385,46.15943102,13.8
2019-08-02,2640927.30445476,1112132.6071767,2900.6437,7.96846389,46.15943103,14.2
2019-08-04,2640927.30307631,1112132.60771272,2900.6454,7.96846387,46.15943103,13.9
2019-08-05,2640927.2998522,1112132.60930739,2900.6407,7.96846383,46.15943105,14
2019-08-06,2640927.29849551,1112132.6099167,2900.6359,7.96846381,46.15943105,13.9
2019-08-07,2640927.29841639,1112132.6094671,2900.6324,7.96846381,46.15943105,14.2
2019-08-08,2640927.29472617,1112132.60799617,2900.6372,7.96846376,46.15943104,14
2019-08-10,2640927.28369039,1112132.60736844,2900.6277,7.96846362,46.15943103,14
2019-08-11,2640927.28433836,1112132.60370317,2900.6346,7.96846362,46.159431,14
2019-08-12,2640927.28377289,1112132.60536698,2900.6268,7.96846362,46.15943101,14.3
2019-08-13,2640927.27981681,1112132.60801092,2900.6356,7.96846357,46.15943104,14.2
2019-08-14,2640927.27815338,1112132.60488845,2900.6356,7.96846354,46.15943101,14.2
2019-08-15,2640927.27831312,1112132.60555074,2900.6343,7.96846355,46.15943102,14.2
2019-08-16,2640927.27465253,1112132.60498189,2900.6355,7.9684635,46.15943101,14
2019-08-17,2640927.27390406,1112132.60609066,2900.6259,7.96846349,46.15943102,14
2019-08-18,2640927.27133055,1112132.60606669,2900.6284,7.96846346,46.15943102,14
2019-08-19,2640927.27079694,1112132.60683311,2900.6256,7.96846345,46.15943103,14.1
2019-08-20,2640927.26997573,1112132.60428104,2900.6187,7.96846344,46.159431,13.4
2019-08-21,2640927.26785557,1112132.6057074,2900.62355,7.96846341,46.15943102,14.1
2019-08-22,2640927.26870978,1112132.60571287,2900.6163,7.96846342,46.15943102,14
2019-08-23,2640927.26494044,1112132.60422893,2900.6224,7.96846337,46.159431,13.9
2019-08-24,2640927.26444659,1112132.60712855,2900.6182,7.96846337,46.15943103,14.2
2019-08-25,2640927.25914244,1112132.60519604,2900.6224,7.9684633,46.15943101,14
2019-08-26,2640927.25869433,1112132.60458673,2900.6207,7.96846329,46.15943101,14
2019-08-27,2640927.2576485,1112132.60797408,2900.6125,7.96846328,46.15943104,13.9
2019-08-28,2640927.25486837,1112132.60751171,2900.6126,7.96846324,46.15943103,13.9
2019-08-29,2640927.25108553,1112132.60760672,2900.6101,7.9684632,46.15943103,14
2019-08-30,2640927.25374155,1112132.60272231,2900.6019,7.96846323,46.15943099,14
2019-09-01,2640927.25041731,1112132.6059523,2900.5991,7.96846319,46.15943102,13.1
2019-09-02,2640927.24914162,1112132.60445714,2900.6113,7.96846317,46.15943101,13.5
2019-09-03,2640927.24617624,1112132.60600613,2900.6037,7.96846313,46.15943102,13.4
2019-09-04,2640927.24260265,1112132.60521913,2900.5994,7.96846308,46.15943101,13.3
2019-09-05,2640927.23945278,1112132.6039536,2900.60725,7.96846304,46.159431,13.4
2019-09-06,2640927.23959678,1112132.60440425,2900.6009,7.96846305,46.15943101,13.3
2019-09-07,2640927.23605543,1112132.60406529,2900.5916,7.968463,46.159431,13.4
2019-09-08,2640927.23457349,1112132.6050397,2900.5906,7.96846298,46.15943101,13.7
2019-09-09,2640927.23124138,1112132.60574089,2900.5906,7.96846294,46.15943102,13.5
2019-09-10,2640927.23065191,1112132.60234885,2900.5828,7.96846293,46.15943099,13.4
2019-09-11,2640927.2291666,1112132.60399702,2900.5849,7.96846291,46.159431,13.4
2019-09-12,2640927.2267142,1112132.60214797,2900.57875,7.96846288,46.15943099,13.3
2019-09-13,2640927.22556187,1112132.60109634,2900.5799,7.96846286,46.15943098,13.2
2019-09-14,2640927.22408894,1112132.60129783,2900.5761,7.96846285,46.15943098,13.2
2019-09-15,2640927.2219909,1112132.59972903,2900.57475,7.96846282,46.15943097,13.2
2019-09-16,2640927.21985574,1112132.60004063,2900.57895,7.96846279,46.15943097,13.2
2019-09-17,2640927.22100319,1112132.60128454,2900.57785,7.9684628,46.15943098,13.2
2019-09-18,2640927.21722448,1112132.59904225,2900.5795,7.96846276,46.15943096,13.2
2019-09-19,2640927.21576429,1112132.59868583,2900.5764,7.96846274,46.15943096,13.2
2019-09-21,2640927.20933407,1112132.60130997,2900.5777,7.96846265,46.15943098,13.1
2019-09-22,2640927.20840111,1112132.6014253,2900.5755,7.96846264,46.15943098,13.1
2019-09-23,2640927.20655169,1112132.60095095,2900.5829,7.96846262,46.15943098,13.1
2019-09-24,2640927.2039163,1112132.60282353,2900.5773,7.96846258,46.159431,13.1
2019-09-25,2640927.20332157,1112132.60137631,2900.5757,7.96846258,46.15943098,13.1
2019-09-26,2640927.20246211,1112132.59980908,2900.5734,7.96846257,46.15943097,13.1
2019-10-12,2640927.17082921,1112132.59173408,2900.5435,7.96846216,46.1594309,13.3
2019-10-13,2640927.16720312,1112132.59280924,2900.5463,7.96846211,46.15943091,13.55
2019-10-14,2640927.16599117,1112132.59101394,2900.5505,7.96846209,46.15943089,13.45
2019-10-15,2640927.16451711,1112132.59279517,2900.5466,7.96846207,46.15943091,13.65
2019-10-16,2640927.16203734,1112132.59008868,2900.5481,7.96846204,46.15943088,13.45
2019-10-17,2640927.15991193,1112132.59022225,2900.5409,7.96846201,46.15943088,13.7
2019-10-18,2640927.1594522,1112132.59175014,2900.5374,7.96846201,46.1594309,13.95
2019-10-19,2640927.15645007,1112132.59005793,2900.5352,7.96846197,46.15943088,13.8
2019-10-20,2640927.15527862,1112132.58813272,2900.532,7.96846195,46.15943087,13.9
